0,0.106200
1,0.295100
2,0.371500
3,0.465700
4,0.523400
5,0.543900
6,0.563300
7,0.570000
8,0.601700
9,0.593000
10,0.606300
11,0.607400
12,0.619000
13,0.623300
14,0.620700
15,0.627200
16,0.625600
17,0.629800
18,0.634200
19,0.633300
20,0.641000
21,0.636800
22,0.646300
23,0.646900
24,0.643400
25,0.650400
26,0.648800
27,0.646600
28,0.641300
29,0.647800
30,0.639200
31,0.652400
32,0.649600
33,0.664300
34,0.652900
35,0.660800
36,0.646700
37,0.649900
38,0.654800
39,0.658100
40,0.659800
41,0.651800
42,0.659100
43,0.663100
44,0.667200
45,0.666800
46,0.667700
47,0.658600
48,0.657200
49,0.655400
50,0.660400
51,0.667200
52,0.659800
53,0.660100
54,0.654600
55,0.661200
56,0.661700
57,0.664100
58,0.666900
59,0.663600
60,0.662100
61,0.671600
62,0.661800
63,0.665700
64,0.663000
65,0.668000
66,0.662900
67,0.669500
68,0.661900
69,0.665400
70,0.664300
71,0.665500
72,0.658000
73,0.660300
74,0.661400
75,0.666600
76,0.667400
77,0.659200
78,0.672800
79,0.675000
80,0.665500
81,0.670100
82,0.669700
83,0.672100
84,0.666400
85,0.665500
86,0.671900
87,0.674100
88,0.661600
89,0.667400
90,0.661600
91,0.668500
92,0.664300
93,0.669900
94,0.661000
95,0.668000
96,0.666500
97,0.670000
98,0.669300
99,0.667000
